rank_nsig3,rank_all,pert_iname_lower,best_score,median_score,n_sigs
3067,3185,cct-018159,-0.20485376,0.048762996,19
3068,3186,brd-k80962769,-0.2048265,-0.06181714,13
3069,3187,brd-k65742362,-0.20481874,0.012688893,13
3070,3188,brd-k75329208,-0.20481846,0.03770557,17
3071,3189,brd-k05326558,-0.20481707,-0.03714914,15
3072,3190,farnesol,-0.20480476,-0.03448665,24
3073,3191,saclofen,-0.20476662,0.023765462,19
3074,3192,brd-k91677732,-0.20476593,-0.10097634,13
3075,3193,brd-k08023754,-0.20476216,-0.05700175,3
3076,3194,beta-ccp,-0.20472343,-0.049501095,19
3077,3195,bg-1030,-0.20471363,0.020421589,6
3078,3196,valyltryptophan,-0.20468299,-0.015921285,19
3079,3197,brd-k44787412,-0.20467272,0.03125402,11
3080,3198,i-ome-ag-538,-0.20463961,0.0119127575,15
3081,3199,andarine,-0.2046014,-0.016286703,17
3082,3200,brd-k25884242,-0.20459205,0.06294334,17
3083,3201,brd-k56855930,-0.20458823,0.087458566,13
3084,3202,ritonavir,-0.2045691,-0.0069437446,22
3085,3203,st-4029010,-0.20455943,-0.10217925,17
3086,3204,brd-k40276799,-0.20454548,0.095422275,11
3087,3205,brd-k21125707,-0.20448351,0.09065295,3
3088,3206,nevirapine,-0.20445184,-0.06051494,22
3089,3207,brd-k95583033,-0.20443614,-0.04978661,5
3090,3208,brd-k20126873,-0.20442374,0.037112102,13
3091,3209,synephrine,-0.20441328,0.0029565308,17
3092,3210,brd-k74548617,-0.20440112,-0.012763601,16
3093,3211,brd-k90705745,-0.20439751,0.020527368,13
3094,3212,brd-k22384978,-0.20435776,-0.015487413,17
3095,3213,brd-k71059148,-0.20435768,-0.061795026,6
3096,3215,ttnpb,-0.20435117,-0.043016132,43
3097,3216,brd-k82367827,-0.2043302,-0.06577763,6
3098,3218,brd-k63129749,-0.20431782,-0.09015667,13
3099,3219,tolcapone,-0.20431583,-0.058106072,17
3100,3220,tryptophan,-0.20430662,-0.109829985,3
3101,3221,brd-k44452237,-0.2042915,-0.1432565,3
3102,3222,brd-k52071480,-0.20428891,0.022032473,5
3103,3223,brd-k49180909,-0.20423713,-0.07429139,4
3104,3224,brd-k94766884,-0.20423178,-0.07902194,6
3105,3225,brd-k12707296,-0.20419161,-0.07232155,15
3106,3226,brd-k04574057,-0.20417035,-0.055339646,7
3107,3227,brd-k54470384,-0.2041581,0.08769764,12
3108,3228,brd-k85119394,-0.20415585,-0.11340348,4
3109,3229,brd-k28344523,-0.20411506,-0.09200477,5
3110,3230,brd-k63399564,-0.2041077,0.0065459753,13
3111,3231,zidovudine,-0.20410761,0.0398471,14
3112,3232,brd-k85266146,-0.20409933,0.030161303,17
3113,3233,cot-10b,-0.20408086,0.10507573,93
3114,3234,brd-k76264608,-0.20407392,0.018321056,12
3115,3235,desoxypeganine,-0.2040287,-0.04176893,23
3116,3236,brd-k64304398,-0.20402859,0.015259083,13
3117,3237,dorsomorphin,-0.20401849,0.04619354,81
3118,3238,brd-k86456986,-0.20401645,-0.0832597,15
3119,3240,brd-k51368944,-0.20399453,-0.14013001,5
3120,3241,brd-k81538844,-0.20399204,0.02514572,13
3121,3242,brd-k49831518,-0.20398831,-0.12543297,5
3122,3243,brd-k31828306,-0.20396207,-0.084305026,12
3123,3244,aspirin,-0.20392507,-0.025006916,11
3124,3245,diethylcarbamazine,-0.20390896,-0.08153194,26
3125,3246,brd-k78438907,-0.20390864,-0.12452375,4
3126,3247,idazoxan,-0.20390071,0.053069964,4
3127,3248,brd-k08174547,-0.2038911,-0.041756947,13
3128,3249,brd-k91143067,-0.2038455,-0.080130875,7
3129,3250,brd-k99259037,-0.20383328,-0.08089221,4
3130,3251,brd-k05593511,-0.2038295,-0.017663797,18
3131,3252,brd-k95411194,-0.20380178,-0.023057446,11
3132,3253,mexiletine,-0.20372027,0.023813486,34
3133,3254,brd-k17739445,-0.20371558,-0.07475005,13
3134,3255,brd-k41006959,-0.20366871,0.049136866,12
3135,3256,brd-k04046003,-0.20365831,-0.03996697,4
3136,3257,brd-k47147974,-0.20363964,0.10209092,13
3137,3258,brd-k11062991,-0.2036219,-0.0874357,4
3138,3259,emf-bca1-64,-0.20359975,0.039338946,30
3139,3260,brd-k40955748,-0.20356368,-0.086434565,13
3140,3261,brd-k48924007,-0.20355068,-0.018624533,17
3141,3262,ly-288513,-0.20354515,-0.013117946,19
3142,3263,brd-k90939315,-0.20348656,-0.002972233,3
3143,3264,brd-k04617562,-0.20347707,-0.15711081,4
3144,3265,brd-k15916856,-0.2034667,0.06605433,11
3145,3266,lomerizine,-0.20346653,-0.015809674,11
3146,3267,nsc-663284,-0.2034653,0.037502885,28
3147,3268,brd-k91273791,-0.20337278,0.06115112,13
3148,3269,bisoprolol,-0.2033578,-0.024023764,34
3149,3270,brd-k76379937,-0.20334741,0.008102593,6
3150,3271,brd-k00740489,-0.20334704,-0.010719584,4
3151,3272,gw-4064,-0.20333861,-0.06016554,29
3152,3274,tetramethyl-haematoxylone,-0.20327732,0.0016246552,19
3153,3275,brd-k82195532,-0.20325488,-0.023274641,5
3154,3276,scopolamine,-0.2032372,-0.0147260185,64
3155,3277,brd-k87964538,-0.20323418,-0.0008036848,15
3156,3279,brd-k81609421,-0.20322673,0.045856386,17
3157,3280,olmesartan,-0.20319001,0.0022351155,11
3158,3281,brd-k66448556,-0.20318928,-0.0070085237,13
3159,3282,sparfloxacin,-0.20318514,-0.14269799,4
3160,3283,brd-k30381304,-0.20317884,0.035538483,17
3161,3284,orphenadrine,-0.20317772,0.020696,22
3162,3285,brd-k83589469,-0.20315939,0.013940622,15
3163,3286,kin001-244,-0.2031406,0.010793891,66
3164,3287,f-1061-0166,-0.20312192,0.04048544,34
3165,3288,pik-90,-0.20310986,0.059416432,59
3166,3289,neca,-0.20310664,-0.08954381,19
3167,3290,fipronil,-0.20310037,0.00024289826,23
3168,3291,brd-a68721828,-0.2030753,-0.04622896,18
3169,3292,ketorolac,-0.20305255,0.033274993,38
3170,3293,brd-k28250273,-0.20303628,-0.06637022,4
3171,3294,l-165041,-0.20300892,-0.018654453,19
3172,3295,mebeverine,-0.203,-0.018013654,26
3173,3296,brd-a65516924,-0.20297827,-0.013485189,13
3174,3297,brd-k70917163,-0.20294729,-0.09893751,12
3175,3298,brd-a73747855,-0.20293124,-0.08273663,13
3176,3299,brd-k04238564,-0.20291628,-4.2189335e-05,11
3177,3300,bd-1063,-0.20290382,0.049812283,19
3178,3301,brd-a63949900,-0.20289555,0.0011564009,12
3179,3302,brd-k68690198,-0.20289506,0.010830252,13
3180,3303,epibatidine,-0.20287469,-0.08991898,15
3181,3304,brd-k62019540,-0.20285387,-0.013504735,13
3182,3305,talipexole,-0.20285368,0.033217277,19
3183,3306,brd-k58679238,-0.20284384,-0.06400707,4
3184,3307,ala-ala-phe-cmk,-0.20283836,0.031543024,15
3185,3308,brd-k61102260,-0.2028366,0.043397482,12
3186,3309,efavirenz,-0.20282875,-0.028840583,15
3187,3310,benzonatate,-0.2028235,0.066901624,42
3188,3311,ku-c103881,-0.20281158,-0.043476548,12
3189,3312,brd-k89696951,-0.20279606,0.008167212,13
3190,3313,brd-k39921295,-0.20275798,-0.020018881,13
3191,3314,brd-k34412705,-0.20271878,-0.10057816,13
3192,3315,nor-2-chlorpromazine,-0.2026881,-0.03583183,6
3193,3316,brd-k71726959,-0.20265993,0.08820966,78
3194,3317,brd-k21165668,-0.20265864,0.040260267,17
3195,3318,brd-k16940042,-0.20264916,0.006034755,12
3196,3319,brd-k69892607,-0.20263927,0.05009648,8
3197,3320,brd-k08887444,-0.2026329,-0.014604507,13
3198,3321,brd-k45044657,-0.20260979,-0.032899372,17
3199,3322,axitinib,-0.20260137,-0.02809408,17
3200,3323,brd-k74712058,-0.20258817,0.04320908,4
3201,3324,brd-k10578928,-0.20257637,0.08191645,4
3202,3325,brd-k52695588,-0.20256566,-0.029005544,12
3203,3326,lobeline,-0.20256104,-0.009764085,11
3204,3327,brd-k18724229,-0.20255531,-0.019487256,13
3205,3328,brd-k70503895,-0.2025472,0.03657872,15
3206,3329,brd-k37482798,-0.20254417,-0.051286682,4
3207,3330,brd-k55896799,-0.20253618,0.107319586,101
3208,3331,st-059620,-0.20253551,-0.113730475,20
3209,3332,brd-k75040614,-0.20252319,-0.015652023,13
3210,3333,nicotinyl-alcohol-tartrate,-0.20250209,-0.07027648,13
3211,3334,brd-k57698173,-0.2025013,0.027215274,4
3212,3335,"androsta-1,4-dien-3,17-dione",-0.20249751,-0.019808505,19
3213,3336,brd-k91633589,-0.20248863,-0.056484006,8
3214,3338,cgp-71683,-0.20246352,0.062387574,19
3215,3339,losartan,-0.20246178,-0.03592331,93
3216,3340,triprolidine,-0.20244217,-0.04616894,30
3217,3341,brd-k29345712,-0.20243965,-0.008704163,17
3218,3342,brd-k43913647,-0.20240603,-0.079170465,13
3219,3343,brd-k41845021,-0.20239414,0.031246949,13
3220,3345,felbamate,-0.20237656,-0.0006750392,30
3221,3346,brd-k73819439,-0.2023717,0.004994713,11
3222,3347,brd-k80718156,-0.2023163,-0.04055286,11
3223,3348,aminopentamide,-0.20230575,-0.0027294669,23
3224,3349,brd-k11679888,-0.20230421,-0.13775094,3
3225,3350,brd-k06476055,-0.20230271,-0.046129294,17
3226,3352,brd-k39799535,-0.20230094,-0.06538048,11
3227,3353,brd-k62748479,-0.20229866,-0.063055575,17
3228,3354,caffeic-acid-phenethyl-ester,-0.20228657,-0.0670569,12
3229,3355,busulfan,-0.2022683,0.07605931,17
3230,3356,phenazopyridine,-0.20225376,0.054440446,23
3231,3357,7-nitroindazole,-0.20224057,0.0073125465,72
3232,3358,brd-k87779450,-0.2022338,-0.048095226,6
3233,3359,ku-c103871,-0.20221925,0.020646635,13
3234,3360,brd-k43022624,-0.202214,-0.047812253,3
3235,3361,amlodipine,-0.20220228,-0.017742507,38
3236,3362,brd-k45582470,-0.2021908,-0.018464586,13
3237,3363,brd-k66446284,-0.20218746,-0.07822444,4
3238,3364,brd-k89306950,-0.20217021,0.027126364,13
3239,3365,brd-k10421834,-0.20216975,-0.070947625,9
3240,3366,brd-k51329831,-0.20216084,-0.035778757,12
3241,3367,corticosterone,-0.20216055,0.010266754,17
3242,3369,brd-k94690761,-0.20214386,-0.009551235,4
3243,3371,brd-k02381115,-0.20213982,-0.05982022,12
3244,3372,pf-431396,-0.20212892,-0.05638673,48
3245,3373,brd-k72462751,-0.20211972,0.08036681,19
3246,3374,brd-k71214345,-0.2021177,-0.14797923,3
3247,3375,brd-k75265760,-0.20210005,0.012072723,3
3248,3376,amonafide,-0.20208463,-0.047157947,15
3249,3377,brd-k87865140,-0.20208417,-0.028697046,6
3250,3378,naringenin,-0.202069,0.06664977,23
3251,3379,icariin,-0.2020555,0.026948784,34
3252,3380,sa-1937536,-0.20200437,-0.029768234,8
3253,3381,brd-k57678861,-0.20199631,-0.00087032473,13
3254,3382,gw-441756,-0.20199388,-0.010222057,37
3255,3384,brd-k96213252,-0.20196258,-0.02619713,13
3256,3385,brd-k30199293,-0.20190963,0.020349314,4
3257,3386,chlorotrianisene,-0.20190507,-0.015581288,7
3258,3387,bp-554,-0.20190421,0.0746266,19
3259,3388,radicicol,-0.20189497,-0.04522595,63
3260,3389,xanthinol,-0.20187332,-0.06383103,13
3261,3390,brd-k20914082,-0.20186788,-0.012627118,13
3262,3391,brd-k24002047,-0.20186739,-0.13208696,6
3263,3392,jwe-035,-0.20186424,0.0023031412,66
3264,3393,brd-k34495954,-0.20185004,-0.028806834,13
3265,3394,morantel,-0.20183608,-0.055610698,19
3266,3395,laudanosine,-0.20182244,-0.015624199,15
3267,3396,flumazenil,-0.20178579,-0.07217944,30
3268,3397,brd-k31887147,-0.20177661,-0.0469566,13
3269,3398,trimethoprim,-0.20172718,0.004852574,3
3270,3400,tcb2,-0.20172194,-0.024861768,19
3271,3401,sa-102787,-0.20172088,0.02687987,8
3272,3402,rs-102895,-0.20171313,-0.06576526,15
3273,3403,amyleine,-0.20169675,-0.002663752,18
3274,3404,brd-k67862512,-0.20167977,-0.0638049,4
3275,3405,brd-k97073065,-0.20167214,-0.08637493,8
3276,3406,brd-k52628302,-0.20165467,-0.07978863,3
3277,3407,ver-155008,-0.20164552,0.07864422,59
3278,3409,brd-k39345836,-0.20159106,-0.06747781,15
3279,3410,brd-k63903580,-0.20158304,0.018451195,10
3280,3411,zebularine,-0.20158261,0.019765181,101
3281,3412,brd-k55697606,-0.20154768,-0.01981912,5
3282,3413,brd-k03829970,-0.2015274,0.026852194,13
3283,3414,brd-k05456756,-0.20151962,0.11001343,28
3284,3416,oleoylethanolamide,-0.20150463,-0.014879971,24
3285,3417,ly-278584,-0.20150238,-0.014815063,19
3286,3419,brd-k75781834,-0.20147108,-0.020396888,7
3287,3420,brd-k43782840,-0.20143785,0.00013791493,9
3288,3421,benzthiazide,-0.20143372,-0.010996845,27
3289,3422,pirlindole,-0.20142691,-0.030474717,19
3290,3424,brd-k57457519,-0.20142286,0.09455887,13
3291,3425,brd-k88708949,-0.20134458,0.017706087,17
3292,3426,brd-k32234234,-0.20133801,-0.0816993,4
3293,3427,brd-a66861218,-0.20131885,0.017462844,23
3294,3428,sa-1456227,-0.20131555,-0.011847448,8
3295,3429,brd-k16128171,-0.20131512,-0.034730107,4
3296,3430,brd-k20032655,-0.20129105,0.025477946,30
3297,3431,brd-a41649729,-0.20128162,-0.09100704,12
3298,3432,brd-k56847293,-0.20127474,-0.11079148,4
3299,3433,dmbi,-0.20125496,-0.032166813,23
3300,3434,brd-k86269644,-0.20125073,-0.053109672,17
3301,3435,brd-k38519699,-0.20124277,0.032643925,17
3302,3436,cay-10577,-0.20123437,0.033126127,18
3303,3437,dacinostat,-0.20123167,0.025260974,36
3304,3438,brd-k85051645,-0.20122178,-0.013423201,28
3305,3439,gavestinel,-0.201197,0.031011801,19
3306,3440,sa-1456443,-0.20119034,0.009439656,15
3307,3441,brd-k98896788,-0.2011903,0.02950504,30
3308,3442,thioperamide,-0.20115826,-0.00859992,48
3309,3443,brd-k07244661,-0.20113939,0.025504403,13
3310,3444,allantoin,-0.20111096,0.029620368,19
3311,3445,brd-k79779816,-0.20108536,-0.10041705,17
3312,3446,brd-k45663104,-0.2010628,0.0020101052,3
3313,3447,vecuronium,-0.20105079,-0.008866063,35
3314,3448,tetracycline,-0.20105043,0.013588135,17
3315,3449,primidone,-0.20103608,-0.024094298,38
3316,3450,brd-k15219339,-0.20102632,-0.0073174164,6
3317,3451,brd-k26545157,-0.20102367,-0.15709178,5
3318,3452,brd-k58547375,-0.20101358,0.057832044,101
3319,3453,brd-k57127959,-0.20101348,-0.014636997,4
3320,3454,brd-k78105568,-0.20094998,-0.029644944,5
3321,3455,indoprofen,-0.20094682,-0.024244275,19
3322,3456,mometasone,-0.20094414,-0.022387054,23
3323,3458,nutlin-3,-0.20091261,-0.0016572807,59
3324,3459,brd-k40087974,-0.20090838,-0.0031767832,32
3325,3460,brd-k69237309,-0.20089146,-0.03971772,5
3326,3461,pralidoxime,-0.2008662,0.035912983,4
3327,3462,bumetanide,-0.20085824,0.045676257,33
3328,3463,brd-k93975822,-0.2008532,0.023003412,15
3329,3464,brd-k28460793,-0.20082936,-0.07578157,7
3330,3465,arg-csc-26,-0.20082076,-0.06137851,13
3331,3466,brd-k19390271,-0.20077401,0.012691214,13
3332,3467,brd-k15640888,-0.20076987,0.080924295,15
3333,3468,be-2254,-0.20074074,-0.027190905,19
3334,3469,brd-k86786416,-0.20071149,-0.025958333,12
3335,3470,metoprolol,-0.20070174,-0.00088290765,23
3336,3471,brd-k37984227,-0.20068786,-0.05145425,13
3337,3472,sa-1925246,-0.20068637,0.01848216,17
3338,3473,brd-k21170640,-0.2006612,-0.024179839,15
3339,3474,brd-k28208028,-0.20065713,-0.002963925,3
3340,3475,brd-k04188046,-0.2006535,-0.035457544,30
3341,3476,brd-k79857601,-0.20062222,0.04445052,15
3342,3477,naphazoline,-0.20060036,-0.085975766,22
3343,3478,brd-k88363359,-0.20059825,0.016019536,6
3344,3479,brd-k20352452,-0.2005749,-0.050550878,13
3345,3480,fu-jmbii127b,-0.20057084,0.0025778657,15
3346,3481,brd-k94987138,-0.20055999,-0.0064321742,13
3347,3482,brd-k53445087,-0.2005474,0.03146261,13
3348,3483,brd-k06833365,-0.20054503,-0.04951186,5
3349,3485,brd-k89895693,-0.20044741,-0.17067826,4
3350,3486,brd-k35900085,-0.20044357,0.042832788,5
3351,3487,brd-k12970833,-0.20042565,-0.00014366406,4
3352,3488,brd-k89447773,-0.20040195,-0.011494915,3
3353,3489,tyrphostin-ag-494,-0.20038082,0.048521046,19
3354,3490,cymarin,-0.20037079,0.12290537,23
3355,3491,brd-k42136113,-0.20035812,0.019240921,8
3356,3492,ergocornine,-0.20034353,-0.07097891,19
3357,3493,qx-314,-0.20033096,-0.037606232,19
3358,3494,k784-3187,-0.20028478,0.10190505,38
3359,3495,brd-k24992843,-0.20028201,-0.081568845,6
3360,3496,phenoxybenzamine,-0.20027071,-0.0015710322,30
3361,3498,phenprobamate,-0.20021102,-0.081803314,11
3362,3499,brd-k75906982,-0.20020321,-0.1383788,6
3363,3500,brd-k78777980,-0.20020147,-0.19387603,4
3364,3501,tl-hras-61,-0.20017943,0.030390538,162
3365,3502,tetradecylthioacetic-acid,-0.2001793,-0.023783691,24
3366,3503,brd-k99692850,-0.20015135,0.013220766,4
3367,3504,sa-1462738,-0.20011884,0.12599052,12
3368,3505,brd-k77608452,-0.20010687,-0.0517126,5
3369,3506,brd-k43256821,-0.20008682,0.0023285064,17
3370,3508,artesunate,-0.20003924,0.009911146,105
3371,3509,ingenol,-0.20000058,-0.022935983,107
3372,3510,brd-a84102390,-0.19997619,0.014527911,17
3373,3511,brd-k85536714,-0.19996716,-0.050293013,4
3374,3512,tul-xviii076,-0.19992775,0.057572342,17
3375,3513,bjm-af-64,-0.19992222,0.05579395,23
3376,3514,brd-k16604360,-0.19989166,-0.016210249,23
3377,3515,demeclocycline,-0.19988512,0.045750502,15
3378,3516,brd-k38061943,-0.19987805,-0.03626495,12
3379,3517,cefotiam,-0.19987379,0.004788163,23
3380,3518,brd-k55557659,-0.19985712,0.03151694,13
3381,3519,brd-k05273600,-0.19983281,-0.02098602,4
3382,3520,tyrphostin-ag-556,-0.19982739,0.04359422,19
3383,3521,brd-a36884011,-0.19980934,0.039812725,17
3384,3522,brd-k31812348,-0.19979692,-0.04433575,4
3385,3523,brd-k99303177,-0.19978715,0.032110374,17
3386,3524,brd-k16464815,-0.19974142,-0.06854413,11
3387,3525,brd-k61979066,-0.19971967,-0.043278985,4
3388,3526,brd-k63220166,-0.19971094,-0.048157424,17
3389,3527,brd-k65012833,-0.19958368,-0.09819832,7
3390,3528,vinburnine,-0.19957103,-0.06656383,15
3391,3529,brd-k00409771,-0.19956176,0.022799848,12
3392,3530,brd-k39597586,-0.19955124,-0.005221619,15
3393,3531,piperidolate,-0.19955118,-0.03813115,27
3394,3532,afatinib,-0.19948511,0.012856145,64
3395,3533,brd-k43209476,-0.19948141,-0.01767648,4
3396,3534,sa-90377,-0.199433,0.05027251,25
3397,3535,akt-inhibitor-iv,-0.19942208,0.0299378,90
3398,3536,mpep,-0.19939142,6.795789e-06,17
3399,3537,brd-k31129604,-0.19938998,-0.06045727,5
3400,3538,sd-6-035-a10,-0.19934751,-0.018047698,13
3401,3539,brd-k60965159,-0.19928649,-0.025009388,13
3402,3540,tyrphostin,-0.1992817,0.0069574337,19
3403,3541,iso-olomoucine,-0.19926962,-0.056972045,15
3404,3542,brd-k89489862,-0.19926706,-0.06812531,6
3405,3543,brd-k68826049,-0.19925521,0.01882456,13
3406,3544,wz-4002,-0.19923593,0.0055122175,83
3407,3546,brd-a89208012,-0.19919074,0.0015141834,19
3408,3547,mw-stk33-4a,-0.19918597,-0.043730244,17
3409,3548,su-11274,-0.19917633,-0.07407051,66
3410,3549,brd-k55844427,-0.19915277,0.009093537,13
3411,3550,brd-k24469697,-0.19914259,-0.088600665,6
3412,3551,brd-k95146554,-0.19913116,-0.0195685,3
3413,3552,ml-4054,-0.19912022,-0.08662544,17
3414,3553,quinethazone,-0.1991194,0.036943775,19
3415,3554,brd-k23628492,-0.1991011,-0.019802978,6
3416,3555,brd-k15825608,-0.19910046,-0.019214075,4
3417,3556,bl003-049-hdac3,-0.19909316,-0.017192338,70
3418,3557,brd-k24169646,-0.19908917,0.029107645,5
3419,3558,brd-k90041947,-0.19908865,0.026416382,13
3420,3559,brd-k21259057,-0.19906658,-0.104343,6
3421,3560,dac-012,-0.19906166,-0.05808033,20
3422,3561,brd-k41757249,-0.19905369,-0.0053490098,17
3423,3562,brd-k66480544,-0.19904153,-0.06870439,6
3424,3563,brd-k31671785,-0.19904122,-0.08790564,4
3425,3564,brd-k37638153,-0.19901603,-0.09572057,9
3426,3565,brd-k64920356,-0.19899361,-0.059869263,5
3427,3566,fludarabine,-0.19899166,0.08751942,58
3428,3567,brd-k67808578,-0.19896115,0.00721657,35
3429,3568,brd-k53359044,-0.19894807,0.0354011,8
3430,3569,jl-7-128,-0.19894159,0.02586807,11
3431,3570,psh-028,-0.1988671,0.0022472974,15
3432,3571,chlormadinone-acetate,-0.19886674,-0.02442483,23
3433,3572,ym-155,-0.19884172,0.029515488,73
3434,3573,brd-k89486464,-0.19880652,-0.01126338,13
3435,3574,brd-k83216866,-0.19879453,-0.020394076,7
3436,3575,brd-k37073485,-0.19874339,0.02025368,4
3437,3576,brd-k48199208,-0.19873185,-0.013007259,15
3438,3577,bibr-1532,-0.19873041,0.024767924,59
3439,3578,brd-k30935394,-0.19871221,-0.07966727,4
3440,3579,zolpidem,-0.19866854,0.006067424,22
3441,3580,tubaic-acid,-0.19865595,0.04391575,27
3442,3581,brd-k34092011,-0.19860178,-0.038832117,13
3443,3582,nicotine,-0.19856195,-0.036393177,26
3444,3583,brd-k91498722,-0.19855638,-0.05814907,4
3445,3584,paxilline,-0.19854672,-0.0075619146,21
3446,3585,amisulpride,-0.19854097,-0.047399987,30
3447,3586,brd-k96456313,-0.19851549,0.07880679,13
3448,3587,brd-k28293491,-0.19850919,0.003999645,17
3449,3588,brd-k08656311,-0.19846736,-0.121574014,4
3450,3589,brd-k72913684,-0.1984671,-0.05264114,7
3451,3590,brd-k44484254,-0.19845982,-0.025906686,13
3452,3591,jnj-10191584,-0.19842477,0.004709348,19
3453,3592,ku-0063794,-0.19841854,0.09252262,59
3454,3593,brd-k46610687,-0.19841474,-0.010211136,7
3455,3594,brd-k32862555,-0.19839314,-0.015716795,15
3456,3595,brd-k57480017,-0.19838719,0.05436474,15
3457,3596,scoulerine,-0.1983808,-0.003145435,19
3458,3597,brd-k52524742,-0.19837837,-0.106630854,13
3459,3598,brd-k65258912,-0.19834527,0.006315146,31
3460,3599,brd-k89563433,-0.19830458,0.092328034,12
3461,3600,itraconazole,-0.19828773,-0.01056973,74
3462,3601,hexamethylenebisacetamide,-0.1982403,-0.0020750263,11
3463,3602,brd-a93015352,-0.19819507,-0.009061697,17
3464,3603,phenelzine,-0.19817315,0.006985878,27
3465,3604,gemfibrozil,-0.19817218,0.02870517,35
3466,3605,sa-1457305,-0.19816464,0.018678958,15
3467,3607,gw-311616,-0.19815555,-0.029863171,19
3468,3608,brd-k59524902,-0.19815236,-0.07808834,8
3469,3609,brd-k51993206,-0.19814664,-0.06780011,6
3470,3610,brd-k44161636,-0.1981271,-0.07181735,4
3471,3611,sb-216763,-0.19811897,0.028607188,113
3472,3612,brd-k85205404,-0.19811694,0.034400627,13
3473,3613,brd-k04588345,-0.1981106,-0.037433572,4
3474,3614,brd-k40225343,-0.1981,0.033797774,11
3475,3615,ku-c103655,-0.19808733,-0.08620927,13
3476,3616,brd-k77786391,-0.1980747,-0.0045767915,7
3477,3617,brd-k09824708,-0.19807182,0.0071568256,13
3478,3619,brd-k57562268,-0.19800603,0.010974305,13
3479,3620,bepridil,-0.19800252,-0.024870453,26
3480,3621,domperidone,-0.19795986,0.046962027,23
3481,3622,brd-k75302809,-0.1979493,-0.0967068,13
3482,3623,brd-k00256256,-0.19793768,0.013042637,13
3483,3624,brd-k05978741,-0.197902,0.08190799,12
3484,3625,brd-k90070572,-0.19789132,-0.09327637,4
3485,3626,brd-a22272113,-0.19788028,0.02999475,17
3486,3627,sa-1472702,-0.19786274,-0.042521767,18
3487,3628,brd-k35858371,-0.19785596,0.068846956,13
3488,3630,brd-k55536701,-0.19785355,0.08152854,17
3489,3631,loteprednol,-0.19783558,-0.07102794,11
3490,3632,brd-k94823396,-0.19782966,-0.0639822,6
3491,3633,brd-k97993646,-0.1978205,-0.12034632,6
3492,3634,vu-0424182-2,-0.19779076,-0.00056960166,12
3493,3635,brd-k02694971,-0.1977802,-0.044402584,4
3494,3637,salvinorin-a,-0.19777204,0.047819454,19
3495,3638,mw-stk33-97,-0.19777079,-0.013492833,32
3496,3639,fu-jmbii105b,-0.19776562,0.07961906,15
3497,3640,brd-k72732164,-0.19775201,0.022364503,11
3498,3641,brd-k96707310,-0.19772694,0.07819952,4
3499,3642,deforolimus,-0.19772047,0.002171027,17
3500,3643,brd-k43212439,-0.19770584,-0.04772428,5
3501,3644,sa-1925621,-0.1977047,-0.025464602,12
3502,3645,brd-k68870366,-0.19769149,-0.028389592,4
3503,3646,tosyl-phenylalanyl-chloromethyl-ketone,-0.19768499,0.022903847,23
3504,3647,skimmianine,-0.19767916,0.079077296,19
3505,3648,brd-k94381355,-0.19767557,-0.08847816,13
3506,3649,brd-k48576794,-0.19765916,-0.03371044,31
3507,3650,brd-k32069250,-0.19762641,-0.15536973,6
3508,3651,brd-k83047454,-0.19762087,-0.14380059,3
3509,3652,brd-k58618158,-0.19760652,-0.07304937,13
3510,3653,brd-k83757561,-0.1975917,-0.03739389,6
3511,3654,brd-k73474555,-0.19757694,0.061174087,3
3512,3656,brd-k90446118,-0.1975611,0.05314538,17
3513,3657,kuc105208,-0.19755414,-0.009320814,28
3514,3658,sa-1922927,-0.19753939,0.048708156,18
3515,3660,ku-c104255,-0.1975105,0.04741416,13
3516,3661,brd-k99633092,-0.19749221,-0.014194626,13
3517,3662,irl-2500,-0.19748978,-0.023531843,19
3518,3663,brd-k86335338,-0.19746166,-0.069552585,6
3519,3664,melatonin,-0.1974109,-0.028723232,58
3520,3665,brd-k12837223,-0.19738837,-0.10309288,4
3521,3666,zacopride,-0.19735554,-0.02995088,32
3522,3667,brd-k07850148,-0.19733286,-0.0007220596,17
3523,3668,homatropine,-0.19731292,8.170987e-05,49
3524,3669,nitrocaramiphen,-0.19731112,-0.046560645,23
3525,3670,brd-a06276885,-0.19728905,0.026721789,19
3526,3671,brd-k45714982,-0.19727418,-0.1586906,4
3527,3672,brd-k96072942,-0.1972559,0.081436634,11
3528,3673,vinblastine,-0.19722328,-0.00061235344,61
3529,3674,brd-k56584267,-0.19720015,-0.098176,4
3530,3675,clofazimine,-0.19719672,-0.066529065,14
3531,3676,sn-38,-0.19715218,0.119036466,95
3532,3677,st-012015,-0.19711542,0.02571043,17
3533,3678,brd-k80126354,-0.19709161,-0.009739942,15
3534,3679,brd-k08438429,-0.19705647,0.07551776,32
3535,3680,brd-k91671201,-0.19705443,-0.06723399,17
3536,3681,h-89,-0.19703647,0.006711843,19
3537,3682,brd-k78797196,-0.1970219,0.006521102,15
3538,3683,cay-10585,-0.19701783,0.064545244,18
3539,3684,brd-k90004840,-0.19699317,0.037442226,5
3540,3685,brd-k24625151,-0.19699168,-0.05480048,5
3541,3686,helveticoside,-0.19697121,-0.035189066,15
3542,3687,brd-k21374126,-0.19697064,0.01247629,10
3543,3688,nas-181,-0.19696416,0.014351979,19
3544,3689,glipizide,-0.19695812,0.088656396,33
