rank_nsig3,rank_all,pert_iname_lower,best_score,median_score,n_sigs
6456,6944,brd-k53183074,-0.15391344,0.068102404,4
6457,6945,bg-1020,-0.15390845,0.016212473,6
6458,6947,brd-k33348232,-0.15389596,-0.13899979,6
6459,6948,brd-k95487462,-0.15389466,0.012402563,14
6460,6949,lomifylline,-0.15388055,0.058719594,11
6461,6950,brd-k42303783,-0.15387064,0.009438496,7
6462,6951,brd-k35389996,-0.1538116,-0.03538448,15
6463,6952,brd-k62528537,-0.1538108,-0.046365645,3
6464,6953,brd-k69261014,-0.15379205,0.01841247,5
6465,6954,brd-k37478894,-0.15379037,0.037212815,5
6466,6955,tosyllysyl-chloromethyl-ketone,-0.15378506,0.04107072,19
6467,6956,brd-k96625837,-0.15378183,0.07938988,7
6468,6957,mepivacaine,-0.15378037,-0.030726511,17
6469,6958,brd-k35961280,-0.15377319,0.009890197,17
6470,6959,brd-k48388979,-0.15377015,-0.023865249,13
6471,6960,brd-k21868159,-0.15375604,0.021649422,7
6472,6961,skf-77434,-0.15375191,0.015159897,19
6473,6962,brd-k69096174,-0.15375185,-0.04098108,14
6474,6963,brd-k41595225,-0.15374863,-0.014973112,3
6475,6965,brd-k28282859,-0.15368754,0.059981458,8
6476,6967,kenpaullone,-0.15366465,0.076137185,37
6477,6968,brd-k60631585,-0.1536642,0.002621159,4
6478,6969,brd-k61382850,-0.15364298,-0.003925255,5
6479,6970,auranofin,-0.15363987,0.11623591,86
6480,6971,brd-k73642355,-0.15363893,-0.06304722,5
6481,6972,brd-k42363645,-0.15361845,-0.12813196,3
6482,6973,ranolazine,-0.1536119,0.015979664,34
6483,6974,brd-k41652870,-0.15358292,0.012915888,17
6484,6976,brd-k79149684,-0.1535626,-0.028957067,5
6485,6978,brd-k83529035,-0.15355591,-0.07563793,6
6486,6980,brd-k20616644,-0.15352105,0.010912192,4
6487,6981,brd-k16934333,-0.15351292,0.053341992,9
6488,6982,brd-k83390709,-0.15349627,-0.092058875,7
6489,6984,brd-k72504866,-0.15348005,0.11519259,15
6490,6985,brd-k38914331,-0.15347216,0.0102161,5
6491,6986,aurora-a-inhibitor-i,-0.15346967,0.023213202,66
6492,6988,brd-k36317223,-0.15346006,0.015693638,13
6493,6989,enrofloxacin,-0.15345751,0.085535064,32
6494,6990,brd-k13649454,-0.15345046,0.024927601,6
6495,6991,brd-k71397492,-0.15344687,0.002411591,4
6496,6992,brd-k79732306,-0.15343384,-0.01316931,10
6497,6993,brd-k31168993,-0.15342902,-0.028513549,6
6498,6994,brd-k29312193,-0.153423,-0.013782304,4
6499,6995,etilefrine,-0.15342177,0.015482191,19
6500,6996,brd-k40378749,-0.15340534,-0.10277933,12
6501,6998,brd-k47284302,-0.15337572,-0.10037573,4
6502,6999,brd-k99335646,-0.15337089,-0.06668857,3
6503,7002,brd-k75750101,-0.1533316,0.0055821855,4
6504,7003,brd-k66442181,-0.15329675,-0.11050393,4
6505,7005,emf-bca1-16,-0.15329145,0.008401564,24
6506,7006,brd-k69500068,-0.15325126,0.026865048,12
6507,7007,brd-k61001510,-0.15325102,0.108430855,13
6508,7008,dihydrostreptomycin,-0.1532302,0.26220104,3
6509,7009,brd-k61463582,-0.15322034,-0.03467947,24
6510,7010,brd-k27986637,-0.15321594,0.015954183,13
6511,7011,brd-k57073585,-0.15319866,0.0046144724,13
6512,7012,brd-k22215695,-0.15319116,0.096659884,15
6513,7013,brd-k51592837,-0.1531816,-0.049852412,8
6514,7014,brd-k14975149,-0.15317975,0.024711853,13
6515,7015,azathioprine,-0.15317443,0.019805796,32
6516,7016,brd-k14854082,-0.15317069,0.0012475029,4
6517,7017,brd-k89114227,-0.15314794,-0.057203922,4
6518,7018,latanoprost,-0.15314394,0.08683651,11
6519,7019,st-014366,-0.1531351,0.066498436,13
6520,7020,brd-k58072864,-0.15311223,-0.064484194,4
6521,7021,brd-k93410778,-0.15310235,0.006365109,5
6522,7022,brd-k66740714,-0.1530972,-0.0068967286,6
6523,7023,km-00519sc,-0.15308842,0.049174704,13
6524,7024,brd-k44510578,-0.1530646,0.14417082,13
6525,7025,brd-k47630323,-0.15305515,-0.014395392,6
6526,7026,brd-k17808354,-0.15302907,0.027762095,4
6527,7027,brd-k73533033,-0.15302157,-0.067951486,5
6528,7028,cefpodoxime,-0.15300603,0.023167768,11
6529,7029,brd-k81614512,-0.1530055,0.031189185,5
6530,7030,brd-m45755366,-0.15299772,-0.054234717,6
6531,7031,brd-k12968907,-0.15299568,-0.12047552,5
6532,7032,brd-k00664012,-0.15294029,-0.04742793,11
6533,7033,sa-102042,-0.15293957,0.109656036,6
6534,7034,brd-k39629581,-0.15291458,0.024012249,4
6535,7035,brd-k65946722,-0.15290715,0.012989652,5
6536,7036,dau-5884,-0.15290639,0.08652652,19
6537,7037,brd-k64619734,-0.15287003,-0.035980236,4
6538,7038,brd-k13064257,-0.15286645,-0.11847056,5
6539,7039,adrenosterone,-0.15286322,-0.014759849,4
6540,7040,brd-k43955935,-0.15286121,-0.048789043,5
6541,7041,brd-k42478399,-0.15286021,-0.08261936,4
6542,7042,brd-k78824440,-0.1528271,0.09306238,3
6543,7043,brd-k02861439,-0.15281202,0.013124663,6
6544,7044,brd-k91924645,-0.15278453,0.06947343,4
6545,7045,brd-k96534186,-0.15277387,0.067699954,5
6546,7047,brd-k98909007,-0.15272948,0.08050707,4
6547,7048,brd-k23342641,-0.15272757,-0.023188101,15
6548,7049,brd-k81146041,-0.15271413,0.03880796,5
6549,7050,heraclenol,-0.15269327,0.016347032,17
6550,7052,brd-k94781393,-0.15268032,-0.06299172,4
6551,7053,brd-k82669795,-0.1526779,0.029810352,7
6552,7054,brd-k86961442,-0.15265326,-0.048484437,4
6553,7055,brd-k60870698,-0.15264072,-0.06702292,15
6554,7057,brd-k61484309,-0.15255348,-0.0032083897,5
6555,7059,brd-k44410738,-0.15253347,-0.10713187,11
6556,7060,diosmin,-0.15251702,-0.03548772,4
6557,7061,brd-k08448573,-0.15250637,0.02922034,13
6558,7063,brd-k80138901,-0.15249471,0.024963165,13
6559,7064,brd-k43379283,-0.15248932,-0.124301665,3
6560,7065,brd-k26069906,-0.15247716,-0.08285932,5
6561,7066,brd-k91487294,-0.15246807,-0.032091063,7
6562,7067,brd-k08005469,-0.15246436,-0.060671963,4
6563,7068,donepezil,-0.152449,0.020214194,34
6564,7071,fu-jmbii113b,-0.15241504,-0.015079411,15
6565,7072,brd-k27915767,-0.15240528,-0.054014325,7
6566,7073,brd-k78343029,-0.15237826,-0.0641913,4
6567,7074,m-3m3fbs,-0.15236033,0.061865132,78
6568,7075,sa-101686,-0.152322,0.14519936,12
6569,7076,brd-k01981286,-0.15232152,0.012735676,14
6570,7077,brd-k64416059,-0.15231651,-0.018483171,5
6571,7078,brd-k45627302,-0.15230827,-0.04275824,12
6572,7079,brd-k41328253,-0.15230604,-0.0018732287,4
6573,7081,brd-k33318635,-0.15228264,0.05742177,12
6574,7082,brd-k42056004,-0.15227506,-0.061724972,4
6575,7083,brd-k55507662,-0.15226611,0.025463015,3
6576,7084,brd-k08920503,-0.15226096,-0.11409308,4
6577,7085,vu-0415010,-0.15224513,-0.020241506,12
6578,7086,brd-k06748700,-0.152203,0.04172463,15
6579,7087,brd-k29654204,-0.15219311,-0.0006546357,5
6580,7088,brd-a24225650,-0.1521906,-0.008691192,13
6581,7091,brd-k99749622,-0.1521409,0.026667207,3
6582,7092,brd-k00518397,-0.1521263,0.005589746,9
6583,7093,brd-k02701279,-0.1521153,0.092752546,17
6584,7094,brd-k10774870,-0.1521,-0.07017998,3
6585,7095,brd-k24894325,-0.15209752,0.004206099,13
6586,7096,brd-k19181733,-0.15209642,0.07030002,17
6587,7097,brd-k73044562,-0.15207098,-0.06774144,4
6588,7099,iocetamic-acid,-0.1520515,0.024779392,19
6589,7100,brd-k12345237,-0.15204002,-0.048232846,11
6590,7101,brd-k73680494,-0.1520375,-0.03154367,6
6591,7102,brd-k53032901,-0.15203331,0.047938876,12
6592,7103,brd-k83718139,-0.15203045,0.01232446,4
6593,7104,brd-k67628477,-0.15197007,-0.08396354,3
6594,7105,brd-k86430746,-0.15195872,-0.13812119,5
6595,7106,riboflavin,-0.15192783,0.057164032,23
6596,7108,brd-k27431449,-0.15190731,0.0012528971,4
6597,7109,brd-k17897186,-0.1518935,0.002073425,6
6598,7111,nitrarine,-0.15188229,-0.049734715,15
6599,7112,brd-k01409647,-0.1518808,0.05479228,5
6600,7113,brd-k37434447,-0.1518765,-0.02293495,5
6601,7114,brd-k60109523,-0.15186061,-0.108798444,4
6602,7115,brd-k62836482,-0.1518591,-0.0008320473,4
6603,7116,brd-k50383095,-0.15185678,-0.13632688,3
6604,7117,brd-k56450018,-0.15185224,0.006049902,12
6605,7118,brd-k05791917,-0.15183648,-0.01359295,5
6606,7120,brd-k82158149,-0.15182838,0.07977724,5
6607,7121,brd-k49967178,-0.15182616,0.0041664513,15
6608,7122,puromycin,-0.15181655,-0.018874604,43
6609,7123,ditolylguanidine,-0.15180749,0.02766071,19
6610,7124,brd-k76005220,-0.15174711,-0.029444408,8
6611,7125,brd-a00763758,-0.15174013,-0.008551278,6
6612,7126,brd-k63455741,-0.15173292,0.028554136,10
6613,7127,brd-k91818252,-0.15171503,-0.043425385,15
6614,7128,brd-k05452595,-0.15171498,0.053174306,17
6615,7129,brd-k51674646,-0.1516861,-0.023217097,12
6616,7130,oxindole-i,-0.15167372,0.08750349,19
6617,7131,avermectin,-0.15167196,0.0004119426,4
6618,7132,brd-k42916718,-0.1516502,-0.006038504,3
6619,7133,brd-k17745445,-0.15163806,-0.004466243,4
6620,7134,brd-k06161868,-0.15163201,0.036238562,7
6621,7135,ym-09151-2,-0.15161474,-0.102841035,6
6622,7136,brd-k57953517,-0.15159479,-0.07184861,6
6623,7137,brd-k81631939,-0.1515911,-0.1296201,3
6624,7139,brd-k07907451,-0.151554,0.077388376,13
6625,7140,ici-162846,-0.1515533,0.046503562,19
6626,7142,brd-k58985339,-0.15154046,0.038514923,3
6627,7143,brd-k80954162,-0.15153658,0.016603464,7
6628,7144,brd-k71100175,-0.1515207,-0.021720909,4
6629,7145,sa-426029,-0.15151478,0.0996431,18
6630,7146,brd-m94512770,-0.151513,0.009153511,6
6631,7147,brd-k73297432,-0.1515003,-0.086678416,7
6632,7148,brd-a11087911,-0.15148789,-0.05863426,13
6633,7149,mt-21,-0.15147819,-0.011965241,19
6634,7150,brd-k87268239,-0.15147404,-0.08878769,8
6635,7151,brd-k62169556,-0.15147027,-0.0014342774,17
6636,7154,foliosidine,-0.15146786,0.023644052,19
6637,7155,brd-k79181721,-0.15144534,-0.052247178,5
6638,7156,dasatinib,-0.15142651,0.103327475,65
6639,7158,brd-k98676361,-0.15141077,0.01088086,4
6640,7160,brd-a11968133,-0.15137114,-0.075415,12
6641,7161,brd-k25994126,-0.1513496,-0.12259152,4
6642,7162,brd-a56800788,-0.1513408,0.0028795325,17
6643,7163,jmv-431,-0.15131982,-0.059639774,6
6644,7164,brd-k56505861,-0.15131332,-0.09811744,5
6645,7165,brd-k09640010,-0.15130208,-0.027187917,10
6646,7166,sa-1458450,-0.15129054,0.079176724,19
6647,7167,brd-k85593835,-0.1512904,0.0037612792,11
6648,7168,doxofylline,-0.15128548,-0.019945372,4
6649,7169,brd-k94029810,-0.15126613,0.011233278,7
6650,7170,brd-k62265198,-0.15126172,-0.040009767,6
6651,7171,brd-k48528505,-0.15125893,-0.090850115,3
6652,7173,brd-k76425827,-0.15121306,-0.010322277,17
6653,7174,brd-k74989018,-0.15120357,0.03447854,13
6654,7176,brd-k24626857,-0.15119393,0.0153702395,6
6655,7177,brd-k26211296,-0.15119384,0.008230985,13
6656,7178,diloxanide,-0.15117632,-0.0054638614,27
6657,7180,brd-k26581628,-0.15113385,0.004195073,3
6658,7181,brd-k31096204,-0.15107743,-0.009530546,4
6659,7182,brd-k66732564,-0.15106836,-0.101368785,6
6660,7183,brd-k62932832,-0.15104342,0.032192785,5
6661,7184,brd-k96003120,-0.15102744,-0.0616866,6
6662,7185,am-630,-0.15102537,-0.031837553,19
6663,7186,brd-k33066317,-0.15101193,-0.111911565,3
6664,7187,brd-k34205220,-0.15100668,-0.032624032,3
6665,7189,brd-k01146969,-0.15097968,0.029068653,4
6666,7190,brd-k70068608,-0.15095392,0.042312037,4
6667,7191,brd-k39431601,-0.15094759,0.003483311,4
6668,7192,brd-k24769439,-0.1509437,0.04054782,7
6669,7194,brd-k69698931,-0.15092579,-0.11224805,3
6670,7195,brd-k89010697,-0.15092166,-0.005714561,7
6671,7197,brd-k81858438,-0.15087351,-0.042527217,3
6672,7198,nbqx,-0.15086217,-0.013900774,23
6673,7199,n6-cyclopentyladenosine,-0.15085582,-0.007205858,15
6674,7200,brd-k38797319,-0.15085356,-0.03074602,7
6675,7202,brd-k55216615,-0.15084869,-0.0018863246,13
6676,7203,brd-k15284276,-0.15082811,-0.114332095,4
6677,7204,brd-k40155511,-0.15076196,-0.074373074,5
6678,7205,brd-k85088178,-0.15075406,-0.07034187,4
6679,7207,brd-k04361415,-0.15072814,-0.010510605,4
6680,7208,brd-k47533918,-0.1507116,-0.021776816,18
6681,7209,brd-k93240833,-0.15067276,-0.009638345,4
6682,7210,brd-k38832878,-0.15066834,0.0129189165,5
6683,7211,ubp-302,-0.15064764,-0.0017254452,19
6684,7212,brd-k58607374,-0.15064137,-0.055907898,5
6685,7213,lysergol,-0.15061697,0.004046039,19
6686,7214,brd-k45031696,-0.15060799,0.008195781,15
6687,7215,brd-k96041907,-0.15060715,0.024076648,10
6688,7217,brd-k55332332,-0.15058678,-0.058631755,6
6689,7218,brd-k49738502,-0.15057236,-0.035727866,4
6690,7219,brd-k38400632,-0.15055636,-0.082436204,5
6691,7220,psh-021,-0.15054713,-0.013128589,15
6692,7222,brd-a14178283,-0.15054075,0.011505478,17
6693,7223,brd-k07686903,-0.1505366,0.0759053,6
6694,7224,brd-k79235952,-0.15053305,-0.033295844,15
6695,7225,brd-k18747403,-0.15052736,0.016274368,12
6696,7226,dy-44,-0.15051322,0.018647116,17
6697,7228,brd-a65142661,-0.15046543,0.0039310036,12
6698,7229,brd-k78544941,-0.15044145,-0.054933608,7
6699,7230,brd-k80932888,-0.15042177,-0.01292539,3
6700,7233,tropicamide,-0.1504108,0.002247208,29
6701,7234,brd-k02897131,-0.15040715,-0.07168856,4
6702,7235,brd-k71006848,-0.15040004,-0.12110905,4
6703,7236,brd-k69073546,-0.15038338,-0.06264688,5
6704,7237,triamcinolone-acetonide,-0.15037857,-0.00062383706,15
6705,7238,brd-k63261117,-0.1503417,-0.042259026,4
6706,7239,hydroxychloroquine,-0.15033938,-0.018226568,10
6707,7240,brd-k34544769,-0.15031902,-0.02314765,4
6708,7241,mestanolone,-0.15031146,-0.020362837,11
6709,7242,brd-k40471863,-0.15030846,-0.011806304,12
6710,7243,brd-k37246443,-0.15029521,0.03365556,5
6711,7244,brd-k48138407,-0.15026781,0.022216579,6
6712,7245,brd-k15232561,-0.15023836,-0.06708413,6
6713,7246,brd-k72307842,-0.15023138,0.02581143,15
6714,7247,brd-k36596997,-0.1502288,0.03918344,7
6715,7248,octopamine,-0.1502274,-0.04088133,10
6716,7249,brd-k27742591,-0.15021597,0.029270586,6
6717,7250,brd-k19417837,-0.15019722,-0.00088313594,5
6718,7251,brd-k76859558,-0.15017474,-0.058006115,6
6719,7253,brd-k50171542,-0.15017173,-0.09939937,4
6720,7255,brd-k72972600,-0.15013924,0.07150743,4
6721,7256,brd-k78167523,-0.15013763,0.03761438,13
6722,7257,brd-k06202986,-0.15012217,-0.122038424,4
6723,7258,brd-k03034193,-0.15011221,-0.07218112,4
6724,7259,brd-k24346336,-0.1501,-0.032911897,17
6725,7260,tfmpp,-0.15008,0.003166979,11
6726,7261,brd-k49687221,-0.15007126,0.025639929,13
6727,7262,brd-a52647795,-0.15006733,0.02683933,6
6728,7263,brd-k02717912,-0.15006529,-0.03660311,3
6729,7264,brd-k14502067,-0.15006389,0.012883686,6
6730,7265,brd-k67622458,-0.15004261,0.009977107,5
6731,7266,brd-k62307953,-0.15004025,-0.051423073,6
6732,7268,brd-k63415335,-0.15001717,-0.07782292,3
6733,7269,brd-k22361536,-0.1500145,-0.0012081423,5
6734,7270,brd-k02575886,-0.14998479,0.2722038,4
6735,7271,nisoldipine,-0.14997356,0.06904453,15
6736,7272,brd-k73184677,-0.14994243,-0.006496455,5
6737,7273,rosuvastatin,-0.14993021,0.032795597,23
6738,7275,brd-k88373420,-0.14989081,0.04342892,12
6739,7276,brd-k66328731,-0.14988562,-0.11195718,4
6740,7277,molsidomine,-0.14988086,-0.015097501,23
6741,7278,brd-k19520352,-0.14987747,-0.0952124,6
6742,7279,brd-k49066776,-0.14986786,-0.018449144,3
6743,7280,brd-k44652183,-0.14986779,-0.056589674,13
6744,7282,bay-59-3074,-0.14985472,-0.02406421,19
6745,7283,fosfosal,-0.14983435,-0.04239052,4
6746,7284,brd-k07786204,-0.14982474,-0.03717741,5
6747,7286,brd-k06725649,-0.14981195,-0.091812156,4
6748,7287,brd-k36080978,-0.14981064,-0.064806044,5
6749,7288,brd-k13369161,-0.14979617,-0.10317091,4
6750,7289,brd-k06568278,-0.14975344,-0.10093646,3
6751,7291,pazufloxacin,-0.14972995,0.07506132,11
6752,7292,brd-k75609900,-0.14972255,-0.040522642,6
6753,7293,brd-k66908362,-0.14971897,-0.024256121,13
6754,7294,brd-k16980601,-0.14971879,-0.043141894,6
6755,7295,brd-k12309761,-0.1496897,-0.03286947,3
6756,7296,brd-k19106401,-0.14968523,-0.032026984,5
6757,7297,zm-336372,-0.1496804,0.008439625,59
6758,7298,brd-k50887310,-0.14963578,-0.036633503,4
6759,7299,brd-k03439359,-0.14961676,-0.020498637,28
6760,7300,brd-k16752617,-0.14960238,-0.032533225,11
6761,7301,brd-k38571337,-0.14958689,0.03828805,6
6762,7302,brd-k84321619,-0.14957479,-0.11310075,4
6763,7303,brd-k18100239,-0.14956023,0.012420471,6
6764,7304,brd-k44756290,-0.14953056,-0.053511675,7
6765,7305,sa-90153,-0.14951742,-0.0330854,8
6766,7306,cantharidin,-0.14951296,-0.08342941,6
6767,7307,brd-k24890551,-0.14950578,-0.007493062,11
6768,7308,brd-k81674214,-0.14947668,0.007286476,6
6769,7309,st-019386,-0.14947644,0.028739372,17
6770,7310,brd-k08378202,-0.14946745,0.12545417,3
6771,7311,brd-k28366444,-0.14944056,-0.015289588,15
6772,7312,brd-k53920100,-0.14942512,0.031084605,3
6773,7313,brd-k59341874,-0.14941545,-0.021672307,12
6774,7314,brd-k25706980,-0.14937906,-0.038578585,6
6775,7315,brd-k26041656,-0.14937802,-0.012149634,4
6776,7317,norfenfluramine,-0.14931434,-0.025784593,12
6777,7318,pepstatin,-0.14930886,0.0788146,19
6778,7319,brd-k37932103,-0.1492764,0.03184952,17
6779,7320,brd-k29824954,-0.14927451,-0.015130432,6
6780,7321,brd-k65526065,-0.14926954,-0.029198896,12
6781,7323,brd-k42576592,-0.14926055,-0.0857216,4
6782,7324,lavendustin-a,-0.14925376,-0.027264988,19
6783,7325,brd-k22330909,-0.14919975,-0.0039634374,7
6784,7326,mw-stk33-22,-0.1491896,0.024565324,17
6785,7327,brd-k06039860,-0.1491639,0.07446228,12
6786,7328,brd-k24855340,-0.14916117,0.0043543247,7
6787,7329,co-101244,-0.1491449,-0.051647674,15
6788,7331,betulinic-acid,-0.14912163,0.06452689,19
6789,7333,brd-k15172981,-0.14910977,-0.007196092,3
6790,7334,brd-k53425819,-0.14910969,-0.041361477,3
6791,7335,vu-0447134-2,-0.14910719,0.0042000045,13
6792,7336,brd-k20255967,-0.14910245,0.042661563,4
6793,7339,catechin,-0.14906096,0.019667018,27
6794,7340,clobutinol,-0.1490586,-0.07173797,4
6795,7341,brd-k18639483,-0.14904927,-0.0436634,7
6796,7342,2-aminotetralin,-0.14903857,0.091490544,6
6797,7343,brd-k43026564,-0.14902927,-0.054516025,3
6798,7344,brd-k37149438,-0.14902894,-0.08752969,4
6799,7345,brd-a32440707,-0.1490245,-0.021456659,11
6800,7346,methimazole,-0.14900185,0.017270962,15
6801,7347,w-13,-0.14899796,0.0042256927,19
6802,7348,brd-k23985857,-0.1489933,0.06671875,17
6803,7349,brd-k46297593,-0.14898708,0.0076864697,5
6804,7351,naringin,-0.1489395,-0.046690084,15
6805,7352,brd-k46352899,-0.14893031,-0.039418265,7
6806,7353,brd-k59788643,-0.14888091,-0.03758613,6
6807,7354,brd-k78787424,-0.1488717,-0.051506132,6
6808,7355,brd-k51036109,-0.14886287,-0.01884356,6
6809,7358,brd-k09757845,-0.1488153,-0.10795894,3
6810,7359,brd-k84596673,-0.14881527,0.081680104,4
6811,7360,brd-k69422440,-0.14879702,-0.022835085,12
6812,7361,stk-111867,-0.14879383,-0.023837924,15
6813,7362,brd-k11672064,-0.14877614,0.02657943,4
6814,7363,brd-k26537262,-0.14875284,-0.073951945,4
6815,7364,chromanol,-0.14874454,0.010050757,15
6816,7365,tmph,-0.14873154,0.048957396,15
6817,7366,brd-k70977695,-0.14872351,0.065321065,13
6818,7367,brd-k07259155,-0.14871934,-0.001981413,12
6819,7368,brd-k26893932,-0.14870098,0.0018089714,5
6820,7370,brd-k95698191,-0.14868389,0.025136005,6
6821,7371,brd-k90947049,-0.14865932,-0.053805,4
6822,7372,sb-206553,-0.14864618,0.009625528,15
6823,7373,sa-1456977,-0.148637,0.014728108,12
6824,7374,brd-k46980879,-0.14862014,-0.13044362,3
6825,7375,cccp,-0.14861125,0.030836634,19
6826,7376,brd-k16358524,-0.14860182,0.08110386,12
6827,7378,brd-k77349332,-0.14857157,-0.02997643,5
6828,7379,brd-k71777270,-0.1485713,0.007953414,4
6829,7380,monocrotaline,-0.14857008,-0.04673427,3
6830,7381,brd-k00951345,-0.14856121,0.009158845,6
6831,7382,brd-k98113345,-0.14855246,-0.061600193,4
6832,7383,brd-k81600610,-0.14854951,-0.1482417,3
6833,7384,brd-k52682771,-0.14854297,-0.09524,4
6834,7385,brd-k91269653,-0.14850518,-0.04400023,4
6835,7386,brd-k94200504,-0.14847234,-0.106630474,5
6836,7387,kw-06,-0.14846435,0.09848118,6
6837,7389,brd-k01676918,-0.14844944,-0.044742845,3
6838,7390,brd-k69589246,-0.14844012,-0.115250774,3
6839,7391,brd-k03936430,-0.14842682,-0.09144169,3
6840,7393,dofetilide,-0.1484158,0.08069545,11
6841,7394,carmofur,-0.14836095,0.029628715,11
6842,7395,brd-k39696539,-0.14835773,-0.054693565,4
6843,7396,brd-k97357148,-0.1483465,-0.009550916,7
6844,7397,brd-k80195617,-0.14832556,-0.06308949,4
6845,7399,brd-k28076694,-0.14824258,-0.053435087,4
6846,7400,reserpine,-0.1482414,0.009398029,23
6847,7401,ggti-297,-0.14822428,-0.031872578,6
6848,7402,brd-k15960830,-0.14822207,-0.07143343,6
6849,7403,brd-k19288011,-0.14821965,-0.016317252,5
6850,7404,brd-a35153197,-0.1482162,0.04119193,6
6851,7405,brd-k99578584,-0.14819995,-0.0015177806,5
6852,7406,brd-k09716788,-0.14819896,0.105596304,13
6853,7407,brd-k31600199,-0.14815241,-0.03140415,13
6854,7408,brd-k22486133,-0.14814942,-0.05562269,5
6855,7410,brd-k79746073,-0.14813595,-0.13170287,3
6856,7411,brd-k13779607,-0.14812905,-0.009240069,4
6857,7412,brd-k08624646,-0.14812791,-0.031740442,6
6858,7413,tetrahydrocannabinol-7-oic-acid,-0.14811356,0.023667118,15
6859,7414,brd-k92455228,-0.14810073,-0.023665696,5
6860,7415,brd-k18293432,-0.14808494,0.011049617,6
6861,7416,i-303059,-0.14808455,0.08977941,17
6862,7417,brd-k25765811,-0.14807697,-0.019240359,6
6863,7418,brd-k58856256,-0.14805038,-0.063914105,7
6864,7420,deflazacort,-0.14801241,-0.027277615,4
6865,7421,brd-k72694250,-0.14801092,-0.00029896773,5
6866,7424,brd-k38627245,-0.14798869,-0.0404245,5
6867,7425,brd-k89144439,-0.14797711,0.05442367,10
6868,7426,brd-a68061604,-0.14795747,-0.033642005,13
6869,7427,brd-k98988824,-0.14794387,-0.08677092,5
6870,7428,brd-a59046243,-0.147943,-0.03368753,3
6871,7429,brd-k67433929,-0.147937,-0.03386481,5
6872,7432,brd-k38188442,-0.14790243,-0.043379147,4
6873,7433,brd-k02131961,-0.1478691,-0.010883366,5
6874,7434,brd-k18024030,-0.14786097,-0.0013323367,5
6875,7435,brd-k73639776,-0.14784639,0.0148219075,4
6876,7436,brd-k22450189,-0.1478333,-0.014840265,7
6877,7437,brd-k55713064,-0.14783065,-0.122162946,4
6878,7439,brd-k62050953,-0.14781554,0.015132708,5
6879,7441,brd-k81795824,-0.14779761,-0.01906193,17
6880,7443,emf-sumo1-39,-0.14778791,-0.037696164,11
6881,7444,brd-k65003634,-0.14777508,-0.13679351,3
6882,7445,brd-k64341172,-0.14776912,0.054106012,4
6883,7446,brd-k93875449,-0.14776467,-0.016382022,15
6884,7447,brd-k10844902,-0.14774874,-0.084219635,4
6885,7448,brd-k11187612,-0.14773661,-0.005388703,15
6886,7449,mw-stk33-23,-0.14773083,0.12809029,11
6887,7450,brd-k34798063,-0.14772604,-0.009891448,7
6888,7451,brd-k13665914,-0.14765584,0.07273831,15
6889,7452,brd-k83388394,-0.14764759,-0.13329491,4
6890,7454,brd-k61260019,-0.1476201,0.15594906,6
6891,7455,brd-k38509760,-0.14760564,-0.08930835,5
6892,7456,brd-k16157799,-0.14759566,0.062332388,5
6893,7457,brd-k31610599,-0.14759372,0.044872846,6
6894,7458,ku-c104254,-0.14758724,0.08135548,13
6895,7459,brd-k81469015,-0.1475746,-0.04821739,3
6896,7460,brd-k83493571,-0.1475588,0.035487384,48
6897,7461,brd-k28746839,-0.14755806,0.02784989,5
6898,7462,4-hydroxy-2-nonenal,-0.1475541,-0.0066669835,11
6899,7463,brd-k84853311,-0.14755246,-0.005218094,4
6900,7465,brd-k51047687,-0.14753102,-0.08429827,4
6901,7466,sa-94315,-0.14752102,0.053454705,25
6902,7467,brd-k45151011,-0.14748053,0.00487867,4
6903,7469,brd-k55093794,-0.14746998,-0.095684156,5
6904,7470,brd-k89412978,-0.14746515,0.02758149,13
6905,7471,dppe,-0.1474611,0.021226915,19
6906,7472,brd-k08936794,-0.14746068,-0.064153835,4
6907,7474,brd-k81052803,-0.1474011,-0.0006737759,5
6908,7475,econazole,-0.147389,0.030785454,19
6909,7476,brd-k12189280,-0.14738418,0.020957122,7
6910,7477,brd-k06518099,-0.14737931,0.031077154,5
6911,7478,brd-k29568987,-0.14736594,-0.01585343,4
6912,7479,wye-125132,-0.14734948,0.12156351,66
6913,7480,timosaponin,-0.14733784,0.08977593,4
6914,7481,brd-k57611352,-0.14733587,0.04619617,4
6915,7482,brd-k18761689,-0.14733508,0.105475366,15
6916,7483,brd-k91771673,-0.14732483,0.019742524,7
6917,7484,om-137,-0.14730816,0.02821781,17
